name,rank,correct_name
Salinarubrum,genus,Salinirubrum
Salinibacter iranicus,species,Salinivenus iranica
Salinibacter luteus,species,Salinivenus lutea
Salinibacterium rubrum,species,Leifsonia rubra
Salinifilum aidingensis,species,Salinifilum aidingense
Salinifilum ghardaiensis,species,Salinifilum ghardaiense
Salinilacustristhrix,genus,Salinilacustrithrix
Salinimonas chungwhensis,species,Alteromonas chungwhensis
Salinimonas iocasae,species,Alteromonas iocasae
Salinimonas lutimaris,species,Alteromonas lutimaris
Salinimonas profundi,species,Alteromonas alteriprofundi
Salinimonas sediminis,species,Alteromonas alterisediminis
Salinimonas,genus,Alteromonas
Salinisphaera halophila,species,Salinisphaera orenii
Salinivirga fredricksonii,species,Saliniramus fredricksonii
Salipiger manganoxidans,species,Salipiger marinus
Salipiger mucescens,species,Salipiger mucosus
Salipiger nanhaiensis,species,Salipiger profundus
Salipiger pacificus,species,Alloyangia pacifica
Salisediminibacterium haloalkalitolerans,species,Salisediminibacterium halotolerans
Salmonella arizonae,species,Salmonella enterica subsp. arizonae
Salmonella choleraesuis,species,Salmonella enterica
Salmonella enteritidis,species,Salmonella enterica
Salmonella paratyphi,species,Salmonella enterica
Salmonella typhi,species,Salmonella enterica
Salmonella typhimurium,species,Salmonella enterica
Sandaracinobacteroides sayramensis,species,Sandaracinobacteroides sayramense
Sandarakinotalea sediminis,species,Nonlabens tegetincola
Sandarakinotalea,genus,Nonlabens
Sanguibacter marinus,species,Flavimobilis marinus
Sanguibacter soli,species,Flavimobilis soli
Sarcobium lyticum,species,Legionella lytica
Sarcobium,genus,Legionella
Saxeibacter lacteus,species,Nakamurella lactea
Saxeibacter,genus,Nakamurella
Schauerella aestuarii,species,Achromobacter aestuarii
Schineria larvae,species,Ignatzschineria larvae
Schineria,genus,Ignatzschineria
Schlegelella aquatica,species,Caldimonas aquatica
Schlegelella brevitalea,species,Caldimonas brevitalea
Schlegelella koreensis,species,Piscinibacter koreensis
Schlegelella thermodepolymerans,species,Caldimonas thermodepolymerans
Schlegelella,genus,Caldimonas
Sedimentimonas flavescens,species,Rhodobacter flavescens
Sedimentimonas,genus,Rhodobacter
Sedimentitalea arenosa,species,Arenibacterium arenosum
Segatella albensis,species,Prevotella albensis
Segatella baroniae,species,Prevotella baroniae
Segatella bryantii,species,Prevotella bryantii
Segatella buccae,species,Prevotella buccae
Segatella cerevisiae,species,Prevotella cerevisiae
Segatella copri,species,Prevotella copri
Segatella hominis,species,Prevotella hominis
Segatella maculosa,species,Prevotella maculosa
Segatella oris,species,Prevotella oris
Segatella oulorum,species,Prevotella oulorum
Segatella paludivivens,species,Prevotella paludivivens
Segatella salivae,species,Prevotella salivae
Segatella,genus,Prevotella
Sejongia antarctica,species,Chryseobacterium antarcticum
Sejongia jeonii,species,Chryseobacterium jeonii
Sejongia marina,species,Chryseobacterium marinum
Sejongia,genus,Chryseobacterium
Seleniibacterium seleniigenes,species,Pelobacter seleniigenes
Seleniibacterium,genus,Pelobacter
Selenobaculum gbiensis,species,Anaerosinus gibii
Selenobaculum gibii,species,Anaerosinus gibii
Selenobaculum,genus,Anaerosinus
Selenomonas acidaminovorans,species,Thermanaerovibrio acidaminovorans
Sellimonas monacensis,species,Claveliimonas monacensis
Senegalemassilia anaerobia,species,Senegalimassilia anaerobia
Senegalemassilia,genus,Senegalimassilia
Serpens tuomuerensis,species,Serpens flexibilis
Serpula hyodysenteriae,species,Brachyspira hyodysenteriae
Serpula innocens,species,Brachyspira innocens
Serpula,genus,Brachyspira
Serpulina alvinipulli,species,Brachyspira alvinipulli
Serpulina hyodysenteriae,species,Brachyspira hyodysenteriae
Serpulina innocens,species,Brachyspira innocens
Serpulina intermedia,species,Brachyspira intermedia
Serpulina murdochii,species,Brachyspira murdochii
Serpulina pilosicoli,species,Brachyspira pilosicoli
Serpulina,genus,Brachyspira
Serratia glossinae,species,Serratia fonticola
Serratia marinorubra,species,Serratia rubidaea
Sheuella amnicola,species,Orrella amnicola
Sheuella,genus,Orrella
Shewanella affinis,species,Shewanella colwelliana
Shewanella alga,species,Shewanella algae
Shewanella arctica,species,Shewanella frigidimarina
Shewanella haliotis,species,Shewanella algae
Shewanella pacifica,species,Shewanella japonica
Shewanella spongiae,species,Parashewanella spongiae
Shewanella upenei,species,Shewanella algae
Shouchella gibsonii,species,Alkalicoccobacillus gibsonii
Shouchella lehensis,species,Shouchella oshimensis
Shouchella plakortidis,species,Shouchella oshimensis
Shouchella rhizosphaerae,species,Shouchella clausii
Shuttleworthia satelles,species,Shuttleworthella satelles
Shuttleworthia,genus,Shuttleworthella
Siansivirga jejunensis,species,Siansivirga jejuensis
Silicibacter lacuscaerulensis,species,Ruegeria lacuscaerulensis
Silicibacter pomeroyi,species,Ruegeria pomeroyi
Silicibacter,genus,Ruegeria
Simonsiella crassa,species,Alysiella crassa
Simonsiella steedae,species,Conchiformibius steedae
Singularimonas variicoloris,species,Solimonas variicoloris
Singularimonas,genus,Solimonas
Sinirhodobacter ferrireducens,species,Rhodobacter ferrireducens
Sinirhodobacter hankyongi,species,Rhodobacter hankyongi
Sinirhodobacter huangdaonensis,species,Rhodobacter huangdaonensis
Sinirhodobacter populi,species,Rhodobacter populi
Sinirhodobacter,genus,Rhodobacter
Sinisalibacter lacisalsi,species,Maritimibacter lacisalsi
Sinisalibacter,genus,Maritimibacter
Sinobacter flavus,species,Solimonas flava
Sinobacter,genus,Solimonas
Sinococcus qinghaiensis,species,Sinobaca qinghaiensis
Sinococcus,genus,Sinobaca
Sinorhizobium alkalisoli,species,Ensifer alkalisoli
Sinorhizobium americanum,species,Ensifer americanus
Sinorhizobium americanus,species,Ensifer americanus
Sinorhizobium arboris,species,Ensifer arboris
Sinorhizobium chiapanecum,species,Sinorhizobium chiapasense
Sinorhizobium fredii,species,Ensifer fredii
Sinorhizobium garamanticum,species,Ensifer garamanticus
Sinorhizobium glycinis,species,Ensifer glycinis
Sinorhizobium kostiense,species,Ensifer kostiensis
Sinorhizobium kummerowiae,species,Ensifer meliloti
Sinorhizobium medicae,species,Ensifer medicae
Sinorhizobium meliloti,species,Ensifer meliloti
Sinorhizobium mexicanum,species,Ensifer mexicanus
Sinorhizobium morelense,species,Ensifer morelensis
Sinorhizobium numidicum,species,Ensifer numidicus
Sinorhizobium psoraleae,species,Ensifer psoraleae
Sinorhizobium saheli,species,Ensifer saheli
Sinorhizobium shofinae,species,Ensifer shofinae
Sinorhizobium sojae,species,Ensifer sojae
Sinorhizobium teranga,species,Ensifer terangae
Sinorhizobium terangae,species,Ensifer terangae
Sinorhizobium xinjiangense,species,Ensifer fredii
Sinorhizobium xinjiangensis,species,Ensifer fredii
Sinorhizobium,genus,Ensifer
Sinorhodobacter ferrireducens,species,Rhodobacter ferrireducens
Sinorhodobacter huangdaonensis,species,Rhodobacter huangdaonensis
Sinorhodobacter populi,species,Rhodobacter populi
Sinorhodobacter,genus,Rhodobacter
Skermanella xinjiangensis,species,Deserticella xinjiangensis
Skermania piniformis,species,Skermania pinensis
Solilutibacter pythonis,species,Lysobacter pythonis
Solilutibacter silvestris,species,Lysobacter silvestris
Solilutibacter tolerans,species,Lysobacter tolerans
Solilutibacter,genus,Lysobacter
Solisphingomonas chungangi,species,Sphingomonas chungangi
Solisphingomonas morindae,species,Sphingomonas morindae
Solisphingomonas oligoaromativorans,species,Sphingomonas oligoaromativorans
Solisphingomonas quercus,species,Sphingomonas quercus
Solisphingomonas,genus,Sphingomonas
Soonwooa buanensis,species,Chryseobacterium buanense
Soonwooa,genus,Chryseobacterium
Sorangium aterium,species,Sorangium atrum
Spectribacter hydrogenooxidans,species,Spectribacter hydrogenoxidans
Spelaeibacter cavernicola,species,Antrihabitans cavernicola
Spelaeibacter,genus,Antrihabitans
Sphaerochaeta multiformis,species,Pleomorphochaeta multiformis
Sphaerosporangium cinnabarinum,species,Sphaerisporangium cinnabarinum
Sphaerosporangium melleum,species,Sphaerisporangium melleum
Sphaerosporangium rubeum,species,Sphaerisporangium rubeum
Sphaerosporangium viridialbum,species,Sphaerisporangium viridialbum
Sphaerosporangium,genus,Sphaerisporangium
Sphaerotilus sulfidivorans,species,Sphaerotilus natans subsp. sulfidivorans
Sphingobacterium antarcticum,species,Pedobacter antarcticus
Sphingobacterium antarcticus,species,Pedobacter antarcticus
Sphingobacterium cladoniae,species,Sphingobacterium siyangense subsp. cladoniae
Sphingobacterium composti,species,Sphingobacterium allocomposti
Sphingobacterium heparinum,species,Pedobacter heparinus
Sphingobacterium mizutae,species,Sphingobacterium mizutaii
Sphingobacterium piscium,species,Pedobacter antarcticus
Sphingobacterium soli,species,Sphingobacterium cellulitidis
Sphingobium algicola,species,Sphingobium limneticum
Sphingobium baderi,species,Sphingobium wenxiniae
Sphingobium barthaii,species,Sphingobium fuliginis
Sphingobium chinhatense,species,Sphingobium indicum
Sphingobium czechense,species,Sphingobium cupriresistens
Sphingobium endophyticus,species,Sphingobium endophyticum
Sphingobium francense,species,Sphingobium indicum
Sphingobium hydrophobicum,species,Sphingobium xenophagum
Sphingobium japonicum,species,Sphingobium indicum
Sphingobium lucknowense,species,Sphingobium indicum
Sphingobium paulinellae,species,Sphingobium limneticum
Sphingobium suberifaciens,species,Rhizorhapis suberifaciens
Sphingomonas aeria,species,Sphingomonas carotinifaciens
Sphingomonas alaskensis,species,Sphingopyxis alaskensis
Sphingomonas aromaticivorans,species,Novosphingobium aromaticivorans
Sphingomonas capsulata,species,Novosphingobium capsulatum
Sphingomonas caseinilyticus,species,Sphingomonas caseinilytica
Sphingomonas chlorophenolica,species,Sphingobium chlorophenolicum
Sphingomonas chungbukensis,species,Sphingobium chungbukense
Sphingomonas cloacae,species,Sphingobium cloacae
Sphingomonas flavus,species,Sphingomonas flava
Sphingomonas herbicidovorans,species,Sphingobium herbicidovorans
Sphingomonas histidinilytica,species,Rhizorhabdus histidinilytica
Sphingomonas indica,species,Allosphingosinicella indica
Sphingomonas kyeonggiense,species,Sphingomonas kyeonggiensis
Sphingomonas macrogolitabida,species,Sphingopyxis macrogoltabida
Sphingomonas macrogoltabida,species,Sphingopyxis macrogoltabida
Sphingomonas macrogoltabidus,species,Sphingopyxis macrogoltabida
Sphingomonas natatoria,species,Blastomonas natatoria
Sphingomonas rosa,species,Novosphingobium rosa
Sphingomonas roseoflava,species,Sphingomonas roseiflava
Sphingomonas sanguis,species,Sphingomonas sanguinis
Sphingomonas starnbergensis,species,Rhizorhabdus starnbergensis
Sphingomonas stygia,species,Novosphingobium aromaticivorans
Sphingomonas subarctica,species,Novosphingobium resinovorum
Sphingomonas suberifaciens,species,Rhizorhapis suberifaciens
Sphingomonas subterranea,species,Novosphingobium subterraneum
Sphingomonas taejonensis,species,Sphingopyxis taejonensis
Sphingomonas terrae,species,Sphingopyxis terrae
Sphingomonas ursincola,species,Blastomonas ursincola
Sphingomonas wittichii,species,Rhizorhabdus wittichii
Sphingomonas xenophaga,species,Sphingobium xenophagum
Sphingomonas yanoikuyae,species,Sphingobium yanoikuyae
Sphingopyxis baekryungensis,species,Novosphingopyxis baekryungensis
Sphingopyxis contaminans,species,Sphingorhabdus contaminans
Sphingopyxis flavimaris,species,Parasphingorhabdus flavimaris
Sphingopyxis litoris,species,Parasphingorhabdus litoris
Sphingopyxis lutea,species,Sphingopyxis jiangsuensis
Sphingopyxis marina,species,Parasphingorhabdus marina
Sphingopyxis rigui,species,Sphingorhabdus rigui
Sphingopyxis wooponensis,species,Sphingorhabdus wooponensis
Sphingorhabdus flavimaris,species,Parasphingorhabdus flavimaris
Sphingorhabdus litoris,species,Parasphingorhabdus litoris
Sphingorhabdus marina,species,Parasphingorhabdus marina
Sphingorhabdus pacifica,species,Parasphingorhabdus pacifica
Sphingorhabdus pacificus,species,Parasphingorhabdus pacifica
Sphingosinicella vermicomposti,species,Allosphingosinicella vermicomposti
Sphingosinithalassobacter portus,species,Stakelama portus
Sphingosinithalassobacter tenebrarum,species,Stakelama tenebrarum
Sphingosinithalassobacter,genus,Stakelama
Spiribacter aquaticus,species,Spiribacter roseus
Spiribacter halobius,species,Sediminicurvatus halobius
Spirochaeta alkalica,species,Alkalispirochaeta alkalica
Spirochaeta americana,species,Alkalispirochaeta americana
Spirochaeta bajacaliforniensis,species,Sediminispirochaeta bajacaliforniensis
Spirochaeta caldaria,species,Gracilinema caldarium
Spirochaeta caldarium,species,Gracilinema caldarium
Spirochaeta coccoides,species,Sphaerochaeta coccoides
Spirochaeta litoralis,species,Oceanispirochaeta litoralis
Spirochaeta odontotermitis,species,Alkalispirochaeta odontotermitis
Spirochaeta perfilievii,species,Thiospirochaeta perfilievii
Spirochaeta sinaica,species,Sediminispirochaeta sinaica
Spirochaeta smaragdinae,species,Sediminispirochaeta smaragdinae
Spirochaeta sphaeroplastigenens,species,Alkalispirochaeta sphaeroplastigenens
Spirochaeta stenostrepta,species,Treponema stenostreptum
Spirochaeta stenostreptum,species,Treponema stenostreptum
Spirochaeta zuelzerae,species,Teretinema zuelzerae
Spiroplasma atrichopogonis,species,Spiroplasma mirum
Spirosoma daeguensis,species,Spirosoma daeguense
Spirosoma metallicus,species,Spirosoma metallicum
Spongiibacter borealis,species,Zhongshania borealis
Spongiibacterium flavum,species,Flagellimonas flava
Spongiibacterium pacificum,species,Flagellimonas pacifica
Spongiibacterium,genus,Flagellimonas
Sporohalobacter marismortui,species,Orenia marismortui
Sporosarcina antarctica,species,Paenisporosarcina antarctica
Sporosarcina halophila,species,Halobacillus halophilus
Sporosarcina macmurdoensis,species,Paenisporosarcina macmurdoensis
Sporotalea propionica,species,Pelosinus propionicus
Sporotalea,genus,Pelosinus
Stagnihabitans tardus,species,Rhodobacter tardus
Stagnihabitans,genus,Rhodobacter
Staleya guttiformis,species,Sulfitobacter guttiformis
Staleya,genus,Sulfitobacter
Stanierella latercula,species,Aquimarina latercula
Stanierella,genus,Aquimarina
Staphylococcus caseolyticus,species,Macrococcus caseolyticus
Staphylococcus jettensis,species,Staphylococcus petrasii
Staphylococcus pulvereri,species,Staphylococcus vitulinus
Staphylococcus roterodami,species,Staphylococcus aureus
Staphylococcus singaporensis,species,Staphylococcus argenteus
Staphylococcus urealyticus,species,Staphylococcus ureilyticus
Staphylococcus vitulus,species,Staphylococcus vitulinus
Stappia aggregata,species,Roseibium aggregatum
Stappia alba,species,Roseibium album
Stappia marina,species,Roseibium marinum
Starkeya koreensis,species,Ancylobacter koreensis
Starkeya novella,species,Ancylobacter novellus
Starkeya,genus,Ancylobacter
Stella humosa,species,Allostella humosa
Stella vacuolata,species,Allostella vacuolata
Stella,genus,Allostella
Stenothermobacter spongiae,species,Nonlabens spongiae
Stenothermobacter,genus,Nonlabens
Stenotrophomonas africana,species,Stenotrophomonas maltophilia
Stenotrophomonas dokdonensis,species,Pseudoxanthomonas dokdonensis
Stigmatella ashevillena,species,Stigmatella ashevillensis
Stomatococcus mucilaginosus,species,Rothia mucilaginosa
Stomatococcus,genus,Rothia
Streptacidiphilus bronchialis,species,Peterkaempfera bronchialis
Streptacidiphilus griseoplanus,species,Peterkaempfera griseoplana
Streptacidiphilus toruniensis,species,Streptacidiphilus torunensis
Streptantibioticus parmotrematis,species,Streptomyces parmotrematis
Streptimonospora salina,species,Streptomonospora salina
Streptimonospora,genus,Streptomonospora
Streptococcus adiacens,species,Granulicatella adiacens
Streptococcus adjacens,species,Granulicatella adiacens
Streptococcus atopica,species,Streptococcus atopicus
Streptococcus bovis,species,Streptococcus equinus
Streptococcus caprinus,species,Streptococcus gallolyticus
Streptococcus cecorum,species,Enterococcus cecorum
Streptococcus chosunense,species,Streptococcus mitis
Streptococcus chosunensis,species,Streptococcus mitis
Streptococcus cremoris,species,Lactococcus cremoris
Streptococcus cricetus,species,Streptococcus criceti
Streptococcus crista,species,Streptococcus cristatus
Streptococcus defectivus,species,Abiotrophia defectiva
Streptococcus dentisani,species,Streptococcus oralis subsp. dentisani
Streptococcus difficile,species,Streptococcus agalactiae
Streptococcus difficilis,species,Streptococcus agalactiae
Streptococcus downii,species,Streptococcus oralis subsp. dentisani
Streptococcus durans,species,Enterococcus durans
Streptococcus faecalis,species,Enterococcus faecalis
Streptococcus faecium,species,Enterococcus faecium
Streptococcus gallinarum,species,Enterococcus gallinarum
Streptococcus garvieae,species,Lactococcus garvieae
Streptococcus gwangjuense,species,Streptococcus mitis
Streptococcus gwangjuensis,species,Streptococcus mitis
Streptococcus hansenii,species,Blautia hansenii
Streptococcus hohhotensis,species,Streptococcus mitis
Streptococcus humanilactis,species,Streptococcus mitis
Streptococcus intestinalis,species,Streptococcus alactolyticus
Streptococcus lactis,species,Lactococcus lactis
Streptococcus macedonicus,species,Streptococcus gallolyticus subsp. macedonicus
Streptococcus morbillorum,species,Gemella morbillorum
Streptococcus nakanoensis,species,Streptococcus thalassemiae
Streptococcus nakanonensis,species,Streptococcus thalassemiae
Streptococcus oligofermentans,species,Streptococcus cristatus
Streptococcus parapneumoniae,species,Streptococcus thalassemiae
Streptococcus parasanguis,species,Streptococcus parasanguinis
Streptococcus parvulus,species,Lancefieldella parvula
Streptococcus pasteurianus,species,Streptococcus gallolyticus subsp. pasteurianus
Streptococcus pharyngis,species,Streptococcus cuniculipharyngis
Streptococcus plantarum,species,Pseudolactococcus plantarum
Streptococcus pleomorphus,species,Faecalicoccus pleomorphus
Streptococcus raffinolactis,species,Pseudolactococcus raffinolactis
Streptococcus rattus,species,Streptococcus ratti
Streptococcus saccharolyticus,species,Enterococcus saccharolyticus
Streptococcus sanguis,species,Streptococcus sanguinis
Streptococcus shiloi,species,Streptococcus iniae
Streptococcus tigurinus,species,Streptococcus oralis subsp. tigurinus
Streptococcus toyakuensis,species,Streptococcus mitis
Streptococcus waius,species,Streptococcus gallolyticus subsp. macedonicus
Streptomonospora halotolerans,species,Streptomonospora nanhaiensis
Streptomyces aburaviensis,species,Kitasatospora aburaviensis
Streptomyces acrimycini,species,Streptomyces griseus
Streptomyces albidocamelliae,species,Streptomyces albidicamelliae
Streptomyces albireticuli,species,Streptomyces eurocidicus
Streptomyces albolongus,species,Kitasatospora albolonga
Streptomyces albosporeus,species,Streptomyces aurantiacus
Streptomyces alboverticillatus,species,Streptomyces griseocarneus
Streptomyces albovinaceus,species,Streptomyces globisporus
Streptomyces alboviridis,species,Streptomyces microflavus
Streptomyces albulus,species,Streptomyces noursei
Streptomyces almquistii,species,Streptomyces albus
Streptomyces aminophilus,species,Streptomyces cacaoi
Streptomyces annulatus,species,Streptomyces anulatus
Streptomyces anthocyanicus,species,Streptomyces violaceoruber
Streptomyces aomiensis,species,Yinghuangia aomiensis
Streptomyces arabicus,species,Streptomyces vinaceus
Streptomyces argyrophyllae,species,Streptomyces argyrophylli
Streptomyces asterosporus,species,Streptomyces calvus
Streptomyces atroaurantiacus,species,Kitasatospora atroaurantiaca
Streptomyces aureofaciens,species,Kitasatospora aureofaciens
Streptomyces aureorectus,species,Streptomyces calvus
Streptomyces aureoversales,species,Streptomyces hiroshimensis
Streptomyces aureoversilis,species,Streptomyces hiroshimensis
Streptomyces avellaneus,species,Kitasatospora aureofaciens
Streptomyces avermectinius,species,Streptomyces avermitilis
Streptomyces azaticus,species,Kitasatospora azatica
Streptomyces baarnensis,species,Streptomyces griseus
Streptomyces baldacii,species,Streptomyces baldaccii
Streptomyces bambergiensis,species,Streptomyces prasinus
Streptomyces biverticillatus,species,Streptomyces hiroshimensis
Streptomyces bobiliae,species,Streptomyces bobili
Streptomyces caeruleus,species,Actinoalloteichus caeruleus
Streptomyces canchipurensis,species,Streptomyces muensis
Streptomyces canescens,species,Streptomyces albidoflavus
Streptomyces catbensis,species,Yinghuangia catbensis
Streptomyces caviscabies,species,Streptomyces griseus
Streptomyces champavatii,species,Streptomyces albidoflavus
Streptomyces chibaensis,species,Streptomyces corchorusii
Streptomyces chrysomallus,species,Streptomyces anulatus
Streptomyces cinereorectus,species,Kitasatospora cinereorecta
Streptomyces cinnamonensis,species,Streptomyces virginiae
Streptomyces ciscaucasicus,species,Streptomyces canus
Streptomyces citreofluorescens,species,Streptomyces anulatus
Streptomyces cochleatus,species,Kitasatospora cinereorecta
Streptomyces coelescens,species,Streptomyces violaceoruber
Streptomyces coelicolor,species,Streptomyces albidoflavus
Streptomyces colombiensis,species,Streptomyces lavendulae subsp. colombiensis
Streptomyces costaricanus,species,Streptomyces murinus
Streptomyces cyanoalbus,species,Streptomyces hirsutus
Streptomyces cystargineus,species,Kitasatospora cystarginea
Streptomyces demainii,species,Streptomyces hygroscopicus subsp. sporocinereus
Streptomyces distallicus,species,Streptomyces netropsis
Streptomyces ederensis,species,Streptomyces phaeochromogenes
Streptomyces ehimensis,species,Streptomyces abikoensis
Streptomyces ekimensis,species,Streptomyces abikoensis
Streptomyces emeiensis,species,Streptomyces prasinopilosus
Streptomyces endus,species,Streptomyces hygroscopicus
Streptomyces enissocaesilis,species,Streptomyces rochei
Streptomyces erumpens,species,Streptomyces griseus
Streptomyces erythraeus,species,Saccharopolyspora erythraea
Streptomyces erythreus,species,Saccharopolyspora erythraea
Streptomyces erythrogriseus,species,Streptomyces griseoincarnatus
Streptomyces felleus,species,Streptomyces albidoflavus
Streptomyces ferralitis,species,Streptantibioticus ferralitis
Streptomyces fervens,species,Streptomyces hiroshimensis
Streptomyces fimicarius,species,Streptomyces griseus
Streptomyces flavidofuscus,species,Nocardiopsis dassonvillei
Streptomyces flavofuscus,species,Streptomyces griseus
Streptomyces flavogriseus,species,Streptomyces flavovirens
Streptomyces flavopersicus,species,Streptomyces netropsis
Streptomyces flavovariabilis,species,Streptomyces variegatus
Streptomyces flavoviridis,species,Streptomyces pilosus
Streptomyces flocculus,species,Streptomyces albus
Streptomyces floridae,species,Streptomyces californicus
Streptomyces fluorescens,species,Streptomyces anulatus
Streptomyces fulvissimus,species,Streptomyces microflavus
Streptomyces galilaeus,species,Streptomyces bobili
Streptomyces geysiriensis,species,Streptomyces rochei
Streptomyces ghanaensis,species,Streptomyces viridosporus
Streptomyces gibsonii,species,Streptomyces albus
Streptomyces glomeroaurantiacus,species,Streptomyces aurantiacus
Streptomyces gougeroti,species,Streptomyces diastaticus
Streptomyces gougerotii,species,Streptomyces diastaticus
Streptomyces graminofaciens,species,Streptomyces halstedii
Streptomyces griseinus,species,Streptomyces globisporus
Streptomyces griseobrunneus,species,Streptomyces bacillaris
Streptomyces griseofuscus,species,Streptomyces murinus
Streptomyces griseolosporeus,species,Kitasatospora griseola
Streptomyces griseolus,species,Streptomyces halstedii
Streptomyces griseoplanus,species,Peterkaempfera griseoplana
Streptomyces griseorubens,species,Streptomyces althioticus
Streptomyces griseoverticillatus,species,Streptomyces cinnamoneus
Streptomyces griseoviridus,species,Streptomyces griseoviridis
Streptomyces hachijoensis,species,Streptomyces cinnamoneus
Streptomyces herbaricolor,species,Kitasatospora herbaricolor
Streptomyces humiferus,species,Streptomyces violaceoruber
Streptomyces indiaensis,species,Streptosporangium indianense
Streptomyces indigoferus,species,Kitasatospora indigofera
Streptomyces ipomoea,species,Streptomyces ipomoeae
Streptomyces janthinus,species,Streptomyces violaceus
Streptomyces kashimirensis,species,Streptomyces lilacinus
Streptomyces kashmirensis,species,Streptomyces lilacinus
Streptomyces kasugaensis,species,Streptomyces celluloflavus
Streptomyces kentuckensis,species,Streptomyces netropsis
Streptomyces kifunensis,species,Kitasatospora kifunensis
Streptomyces kishiwadensis,species,Streptomyces mashuensis
Streptomyces laceyi,species,Streptomyces niveus
Streptomyces ladakanum,species,Streptomyces mobaraensis
Streptomyces ladakanus,species,Streptomyces mobaraensis
Streptomyces libani,species,Streptomyces nigrescens
Streptomyces limosus,species,Streptomyces albidoflavus
Streptomyces lipmanii,species,Streptomyces microflavus
Streptomyces luridiscabiei,species,Streptomyces microflavus
Streptomyces luteoverticillatus,species,Streptomyces abikoensis
Streptomyces luteus,species,Streptomyces mutabilis
Streptomyces matensis,species,Streptomyces althioticus
Streptomyces mediocidicus,species,Kitasatospora mediocidica
Streptomyces mediolani,species,Streptomyces globisporus
Streptomyces melanogenes,species,Streptomyces noboritoensis
Streptomyces michiganensis,species,Streptomyces xanthochromogenes
Streptomyces misakiensis,species,Kitasatospora misakiensis
Streptomyces mordarskii,species,Streptomyces antimycoticus subsp. mordarskii
Streptomyces morookaense,species,Streptomyces morookaensis
Streptomyces nashvillensis,species,Streptomyces tanashiensis
Streptomyces nigrifaciens,species,Streptomyces flavovirens
Streptomyces odorifer,species,Streptomyces albidoflavus
Streptomyces olivochromogenus,species,Streptomyces olivochromogenes
Streptomyces olivoreticuli,species,Streptomyces abikoensis
Streptomyces olivoviridis,species,Streptomyces atroolivaceus
Streptomyces pactum,species,Streptomyces pactus
Streptomyces paracochleatus,species,Kitasatospora paracochleata
Streptomyces parvisporogenes,species,Streptomyces abikoensis
Streptomyces parvullus,species,Streptomyces parvulus
Streptomyces phaeogriseichromatogenes,species,Streptomyces murinus
Streptomyces phaeopurpureus,species,Streptomyces griseorubiginosus
Streptomyces phaeoviridis,species,Streptomyces griseorubiginosus
Streptomyces pharetrae,species,Streptomyces glaucescens
Streptomyces phosalacineus,species,Kitasatospora phosalacinea
Streptomyces plicatus,species,Streptomyces rochei
Streptomyces praecox,species,Streptomyces anulatus
Streptomyces psammoticus,species,Kitasatospora aureofaciens
Streptomyces purpeofuscus,species,Kitasatospora purpeofusca
Streptomyces purpurogeniscleroticus,species,Streptomyces purpurogeneiscleroticus
Streptomyces rangoon,species,Streptomyces albus
Streptomyces rangoonensis,species,Streptomyces albus
Streptomyces rectiverticillatus,species,Streptomyces hiroshimensis
Streptomyces rhizosphaerius,species,Streptomyces rhizosphaericus
Streptomyces roseoalbus,species,Streptomyces rosealbus
Streptomyces roseodiastaticus,species,Streptomyces violaceoruber
Streptomyces roseoflavus,species,Streptomyces fradiae
Streptomyces roseosporus,species,Streptomyces filamentosus
Streptomyces roseoverticillatus,species,Streptomyces hiroshimensis
Streptomyces ruanii,species,Streptomyces nigrescens
Streptomyces rubrisoli,species,Streptantibioticus rubrisoli
Streptomyces rubrum,species,Streptomyces rubrus
Streptomyces rutgersensis,species,Streptomyces diastaticus
Streptomyces salmonis,species,Streptomyces hiroshimensis
Streptomyces sampsonii,species,Streptomyces albidoflavus
Streptomyces samsunensis,species,Streptomyces malaysiensis subsp. samsunensis
Streptomyces sapporonensis,species,Streptomyces cinnamoneus
Streptomyces scabies,species,Streptomyces scabiei
Streptomyces scabrisporus,species,Embleya scabrispora
Streptomyces septatus,species,Streptomyces griseocarneus
Streptomyces seranimatus,species,Yinghuangia seranimata
Streptomyces serianimatus,species,Yinghuangia seranimata
Streptomyces setae,species,Kitasatospora setae
Streptomyces setonii,species,Streptomyces griseus
Streptomyces solisilvae,species,Streptomyces malaysiensis
Streptomyces spheroides,species,Streptomyces niveus
Streptomyces spitsbergensis,species,Streptomyces hiroshimensis
Streptomyces sporocinereus,species,Streptomyces hygroscopicus subsp. sporocinereus
Streptomyces sporoclivatus,species,Streptomyces antimycoticus subsp. sporoclivatus
Streptomyces sporoverrucosus,species,Streptomyces goshikiensis
Streptomyces stelliscabiei,species,Streptomyces bottropensis
Streptomyces syringium,species,Streptomyces netropsis
Streptomyces syringius,species,Streptomyces netropsis
Streptomyces thermonitrificans,species,Streptomyces thermovulgaris
Streptomyces thermospinisporus,species,Streptomyces thermospinosisporus
Streptomyces tricolor,species,Streptomyces violaceoruber
Streptomyces tyrosinilyticus,species,Wenjunlia tyrosinilytica
Streptomyces variabilis,species,Streptomyces griseoincarnatus
Streptomyces vinaceusdrappus,species,Streptomyces rochei
Streptomyces violaceolatus,species,Streptomyces violaceoruber
Streptomyces violaceoniger,species,Streptomyces violaceusniger
Streptomyces violatus,species,Streptomyces violaceus
Streptomyces viridiflavus,species,Streptomyces olivoverticillatus
